Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
637.0,1543.88,454.0,3.91,3.56,2906.2180000003427,3761.8126055042776,8158.66,476
638.0,1542.94,454.0,3.91,3.561,2895.4189999997616,3757.0163027521385,8175.72,475
639.0,1540.66,452.1428571436554,3.91,3.561,2888.219000000506,3754.6981513760693,8134.34,474
640.0,1539.12,453.2571428567171,3.91,3.561,2882.375,3753.5190756880347,8146.0,473
641.0,1537.06,452.5714285708964,3.909,3.561,2876.344000000506,3734.9495378440174,8139.88,472
642.0,1534.94,451.2857142854482,3.909,3.561,2870.375,3725.664768922009,8144.38,471
643.0,1533.31,450.0,3.908,3.563,2864.375,3720.9573844610045,8153.69,470
644.0,1531.62,450.0,3.908,3.563,2858.25,3718.648692230502,8144.56,469
645.0,1529.44,449.0,3.907,3.563,2852.343999998644,3717.494346115251,8095.56,468
646.0,1528.25,447.4285714291036,3.907,3.563,2846.344000000506,3716.9171730576254,8137.16,467
647.0,1525.56,446.1428571436554,3.907,3.563,2840.343999998644,3644.633586528813,8118.78,466
650.0,1503.58,437.0,3.9,3.576,2726.351999999956,3626.4917932644066,7927.39,463
651.0,1509.15,438.0169999990612,3.904,3.572,2780.352000001818,3635.4058966322036,8022.75,462
652.0,1510.05,439.21979999914765,3.904,3.57,2792.320000000298,3639.862948316102,8061.76,461
653.0,1508.93,438.0,3.903,3.569,2798.322999998927,3642.091474158051,8044.45,460
654.0,1507.11,436.7142857145518,3.904,3.57,2798.321000000462,3643.2857370790252,8051.81,459
655.0,1505.15,435.4285714291036,3.903,3.572,2792.4809999987483,3643.802868539513,8077.15,458
656.0,1502.2,434.7428571432829,3.902,3.571,2786.320000000298,3626.0614342697563,8057.57,457
657.0,1503.13,435.4285714291036,3.904,3.57,2780.321000000462,3635.1907171348785,8037.16,456
658.0,1502.17,433.7142857145518,3.905,3.569,2780.320000000298,3621.770358567439,8071.81,455
659.0,1488.0,433.7142857145518,3.905,3.571,2780.351999999956,3615.0751792837195,8028.67,454
660.0,1498.43,433.7142857145518,3.904,3.57,2768.3829999994487,3611.66758964186,8064.0,453
661.0,1497.47,435.4285714291036,3.905,3.57,2765.857999999076,3610.0087948209302,8021.63,452
662.0,1497.44,433.0285714287311,3.905,3.571,2762.351999999956,3609.179397410465,8054.95,451
663.0,1496.64,432.4363214280456,3.905,3.57,2756.3519999980927,3608.7596987052325,8051.81,450
664.0,1495.84,434.1428571436554,3.905,3.57,2751.543999997899,3608.5448493526164,8048.0,449
665.0,1494.75,431.1428571436554,3.904,3.57,2750.3279999997467,3608.4424246763083,8056.81,448
666.0,1492.98,431.6571428570896,3.904,3.571,2744.344000000506,3590.376212338154,8050.5,447
667.0,1490.75,431.5714285708964,3.903,3.571,2738.3120000008494,3581.353106169077,8029.59,446
668.0,1488.55,428.5714285708964,3.903,3.571,2732.3280000016093,3576.8415530845386,8036.33,445
669.0,1486.75,430.2857142854482,3.903,3.572,2726.3279999997467,3574.5757765422695,8051.05,444
670.0,1484.8,427.2857142854482,3.903,3.573,2720.31299999915,3573.467888271135,8025.56,443
671.0,1482.98,427.1999999992549,3.903,3.573,2714.35899999924,3501.7439441355673,8053.77,442
672.0,1440.22,430.7970000002533,3.884,3.764,2492.281000001356,3411.0419720677837,5360.0,441
673.0,1454.5,422.0571428555995,3.885,3.879,2391.5429999995977,3437.6759860338916,4209.999999999998,440
674.0,1465.78,425.2185999993235,3.89,3.584,2606.31299999915,3468.977993016946,8108.56,439
675.0,1474.34,427.1999999992549,3.895,3.581,2648.2809999994934,3502.643996508473,8062.22,438
676.0,1472.66,426.0,3.896,3.578,2672.31299999915,3501.4769982542366,8042.94,437
677.0,1474.47,425.4857142847032,3.897,3.582,2666.31299999915,3518.8784991271186,8029.16,436
678.0,1474.0,424.2857142854482,3.897,3.577,2672.281000001356,3509.6092495635594,8051.88,435
679.0,1473.09,426.5266857147217,3.896,3.578,2672.344000000506,3522.9746247817798,8036.84,434
680.0,1472.38,423.0,3.897,3.577,2672.343999998644,3511.6773123908897,8033.84,433
681.0,1468.38,423.4285714291036,3.896,3.578,2666.375,3505.9486561954445,8018.59,432
682.0,1469.06,421.7142857145518,3.897,3.579,2654.219000000506,3503.1443280977223,8027.91,431
683.0,1467.44,421.7142857145518,3.897,3.578,2660.344000000506,3501.742164048861,8032.88,430
684.0,1465.06,420.0,3.897,3.578,2654.344000000506,3500.98108202443,8008.81,429
685.0,1463.72,421.5,3.897,3.579,2648.2180000003427,3500.6455410122153,8015.53,428
686.0,1462.69,421.7142857145518,3.898,3.579,2643.5120000001043,3500.4477705061076,8014.78,427
687.0,1462.16,421.7142857145518,3.897,3.58,2642.25,3482.378885253054,8003.38,426
688.0,1462.28,421.7142857145518,3.897,3.581,2636.31299999915,3473.359442626527,8019.66,425
689.0,1460.62,420.4285714291036,3.897,3.58,2630.344000000506,3468.8497213132637,8000.41,424
690.0,1459.75,418.62857142835855,3.896,3.581,2624.3430000003427,3466.614860656632,8004.0,423
691.0,1457.81,419.1428571436554,3.897,3.58,2624.375,3465.497430328316,8038.5,422
692.0,1454.94,416.1428571436554,3.897,3.581,2618.375,3464.918715164158,7986.59,421
693.0,1453.81,417.0,3.896,3.581,2612.344000000506,3446.5993575820794,8050.72,420
694.0,1452.91,417.2571428567171,3.896,3.581,2606.281000001356,3437.4546787910394,8034.41,419
695.0,1451.94,415.5,3.896,3.582,2606.31299999915,3381.2273393955197,8049.38,418
696.0,1413.25,422.4069999996573,3.878,3.769,30208.1464999998,36259.653669697764,5309.999999999997,417
697.0,1403.2150000000001,405.9035000000149,4.241,3.34,16394.233249999117,20430.01683484888,9600.0,416
698.0,1393.18,389.4000000003725,3.885,3.598,9452.292624999536,11875.18341742444,7020.0,415
699.0,1407.39,391.1999999992549,3.9,3.618,6005.337312500342,7615.78170871222,7949.47,414
700.0,1410.59,390.9000000003725,3.904,3.613,4287.416084821976,5486.06585435611,7853.76,413
701.0,1409.44,390.30000000074506,3.906,3.612,3425.8190424114873,4421.142927178055,7777.79,412
702.0,1406.34,388.80000000074506,3.906,3.611,2564.2220000009984,3888.7464635890274,7750.91,411
703.0,1402.72,388.80000000074506,3.907,3.612,2552.351999999956,3622.5532317945135,7755.65,410
704.0,1401.22,388.80000000074506,3.907,3.611,2540.3560000024736,3471.431615897257,7743.14,409
705.0,1398.69,386.4000000003725,3.907,3.611,2528.3120000008494,3395.8308079486287,7762.3,408
706.0,1380.38,382.5,3.903,3.611,2516.226999999956,3322.075403974314,7723.14,407
707.0,1369.63,380.3805000018328,3.9,3.615,2450.320000000298,3267.1977019871574,7685.12,406
708.0,1366.11,379.5,3.9,3.617,2414.3209999986,3239.7588509935786,7691.17,405
709.0,1365.63,377.08062499947846,3.9,3.616,2402.3209999986,3226.0094254967894,7764.99,404
710.0,1362.88,378.1714285705239,3.899,3.616,2396.2579999994487,3201.1197127483947,7720.03,403
711.0,1361.54,377.4857142847032,3.899,3.616,2390.226999999956,3188.7498563741974,7737.66,402
712.0,1359.47,376.80000000074506,3.898,3.616,2384.375,3182.554928187099,7734.75,401
713.0,1354.17,375.0,3.897,3.617,2378.3589999973774,3179.4324640935492,7713.56,400
714.0,1350.88,373.1999999992549,3.896,3.617,2360.31299999915,3159.8512320467744,7700.92,399
715.0,1345.61,372.30000000074506,3.896,3.617,2348.265000000596,3150.090616023387,7714.89,398
716.0,1341.34,371.4000000003725,3.895,3.617,2336.3279999997467,3127.2153080116937,7716.0,397
717.0,1335.69,368.5,3.895,3.618,2322.629714285955,3115.7326540058466,7706.41,396
718.0,1333.31,367.1999999992549,3.895,3.619,2306.25,3109.9913270029233,7640.25,395
719.0,1330.53,367.1999999992549,3.894,3.619,2300.25,3089.1906635014616,7660.74,394
720.0,1328.45,367.1999999992549,3.895,3.62,2291.819571431726,3014.595331750731,7649.83,393
721.0,1295.42,372.0,3.881,3.794,2051.39100000076,2933.4876658753656,5059.999999999998,392
722.0,1305.53,363.5,3.884,3.902,2000.375,2964.933832937683,3979.999999999997,391
723.0,1317.78,364.1999999992549,3.889,3.627,2214.660714285448,2998.6219164688414,7729.34,390
724.0,1326.88,366.30000000074506,3.894,3.623,2252.322666667402,3033.4659582344207,7666.56,389
725.0,1326.03,366.30000000074506,3.895,3.621,2276.31299999915,3050.9379791172105,7654.62,388
726.0,1324.25,366.30000000074506,3.896,3.622,2271.2631428577006,3059.5939895586052,7693.31,387
727.0,1321.59,365.5,3.895,3.621,2265.964285714552,3045.9519947793024,7680.44,386
728.0,1318.31,365.0,3.895,3.621,2258.31299999915,3039.0859973896513,7680.91,385
729.0,1315.72,364.5,3.895,3.623,2250.504714284092,3035.7329986948257,7652.28,384
730.0,1314.34,364.0,3.894,3.622,2240.375,3034.036499347413,7684.53,383
731.0,1310.66,362.6999999992549,3.894,3.622,2234.3430000003427,3033.2082496737066,7647.91,382
732.0,1309.88,364.1999999992549,3.893,3.622,2222.375,3014.7741248368534,7676.38,381
733.0,1308.62,363.30000000074506,3.893,3.622,2219.7725714296103,3005.5570624184265,7659.06,380
734.0,1305.47,362.0,3.892,3.621,2216.344000000506,3000.983531209213,7649.38,379
735.0,1304.75,361.3333333339542,3.892,3.622,2210.4059999994934,2998.6467656046066,7624.44,378
736.0,1300.12,360.5999999996274,3.892,3.622,2209.454857144505,2997.493382802303,7628.94,377
737.0,1295.75,358.5,3.891,3.623,2198.344000000506,2978.9166914011516,7632.0,376
738.0,1292.22,358.0,3.891,3.644,2183.772571427748,2969.6283457005757,7603.47,375
739.0,1289.0,356.0,3.89,3.624,2174.3430000003427,2964.909172850288,7627.94,374
740.0,1284.22,354.9333333335817,3.889,3.625,2156.18799999915,2944.659586425144,7600.59,373
741.0,1281.09,355.19999999925494,3.888,3.626,2144.4069999996573,2934.484793212572,7612.97,372
742.0,1279.31,354.0,3.888,3.627,2132.343999998644,2929.397396606286,7599.22,371
743.0,1278.41,352.80000000074506,3.888,3.627,2132.3120000008494,2926.868698303143,7595.19,370
744.0,1278.88,352.80000000074506,3.888,3.627,2127.200142856688,2852.9343491515715,7600.91,369
745.0,1246.34,360.0,3.876,3.803,1897.405999999493,2780.637174575786,4969.999999999999,368
746.0,1255.62,350.09999999962747,3.877,3.909,1826.3440000005064,2816.508587287893,3910.0,367
747.0,1256.94,349.0,3.88,3.634,2065.5178571436554,2834.4442936439464,7603.0,366
748.0,1263.0,350.0,3.882,3.633,2070.660714285448,2861.377146821973,7500.12,365
749.0,1269.31,351.59999999962747,3.885,3.631,2091.169142857194,2874.8785734109865,7531.88,364
750.0,1268.0,350.5,3.886,3.631,2108.375,2881.5942867054932,7505.88,363
751.0,1268.62,351.3333333339542,3.886,3.631,2106.5977142862976,2884.987143352747,7554.06,362
752.0,1265.31,350.69999999925494,3.885,3.63,2102.375,2886.6485716763736,7510.81,361
753.0,1261.19,349.0,3.885,3.63,2090.3120000008494,2869.514285838187,7500.38,360
754.0,1258.88,347.3333333339542,3.885,3.631,2075.803571429104,2860.8821429190934,7492.75,359
755.0,1255.38,346.5,3.884,3.632,2065.3928571436554,2838.5960714595467,7468.12,358
756.0,1255.5,347.3333333339542,3.885,3.632,2055.169142857194,2827.4530357297735,7449.0,357
757.0,1256.81,347.73333333432674,3.886,3.632,2055.169142857194,2821.8815178648865,7512.44,356
758.0,1256.69,347.40000000037253,3.886,3.631,2060.31299999915,2820.250758932443,7527.44,355
759.0,1257.56,348.0,3.886,3.631,2062.625,2836.2503794662216,7543.56,354
760.0,1257.44,346.40000000037253,3.886,3.631,2060.25,2826.315189733111,7546.38,353
761.0,1255.44,347.0,3.886,3.631,2060.375,2821.3125948665556,7580.56,352
762.0,1255.19,346.5,3.886,3.632,2054.3120000008494,2818.846297433278,7573.19,351
763.0,1252.31,346.6666666660458,3.885,3.632,2054.375,2817.548148716639,7599.12,350
764.0,1250.38,345.5,3.884,3.632,2044.8214285708964,2816.9290743583197,7579.56,349
765.0,1247.12,345.0,3.883,3.633,2039.740571429953,2816.65453717916,7553.06,348
766.0,1245.31,344.0,3.884,3.633,2034.660714285448,2798.4822685895797,7595.19,347
767.0,1243.94,344.0,3.883,3.635,2029.455857142806,2789.36613429479,7558.62,346
768.0,1243.62,343.80000000074506,3.884,3.636,2024.25,2728.183067147395,7550.25,345
769.0,1220.44,352.81200000084937,3.873,3.798,1799.375,2664.2465335736974,5019.999999999998,344
770.0,1221.0,340.0,3.872,3.912,1743.5120000001043,2704.2782667868487,3879.999999999999,343
771.0,1227.19,340.0,3.876,3.641,1962.5987142845988,2724.3291333934244,7494.12,342
772.0,1234.19,342.0,3.878,3.639,1982.375,2752.319566696712,7490.19,341
773.0,1238.62,343.19999999925494,3.878,3.637,2000.3129999991504,2766.284783348356,7536.06,340
774.0,1242.12,343.3333333339542,3.88,3.635,2013.964285714552,2773.3323916741783,7503.75,339
775.0,1239.88,342.0,3.881,3.634,2030.375,2776.761195837089,7496.38,338
776.0,1238.25,343.0,3.88,3.635,2024.187000000849,2778.5705979185445,7454.69,337
777.0,1235.69,342.5,3.88,3.635,2024.3129999991504,2779.4402989592722,7484.38,336
778.0,1234.38,341.69999999925494,3.88,3.636,2012.3129999991504,2779.910149479636,7470.06,335
779.0,1232.0,340.5,3.88,3.636,2003.803571429104,2780.145074739818,7429.94,334
780.0,1231.38,341.69999999925494,3.88,3.637,1998.660714285448,2762.227537369909,7441.62,333
781.0,1232.5,340.6666666660458,3.88,3.638,1993.4548571445048,2753.2687686849545,7474.12,332
782.0,1233.0,340.6666666660458,3.88,3.636,1993.455857142806,2748.789384342477,7467.0,331
783.0,1231.5,340.0,3.88,3.636,1993.455857142806,2746.5846921712387,7468.81,330
784.0,1228.88,340.0,3.88,3.637,1993.517857143656,2745.4473460856193,7489.62,329
785.0,1228.56,338.40000000037253,3.88,3.637,1988.3129999991504,2744.91367304281,7473.19,328
786.0,1227.12,338.0,3.88,3.637,1988.375,2744.611836521405,7475.25,327
787.0,1224.88,337.5,3.879,3.638,1983.169142857194,2744.460918260703,7461.5,326
788.0,1223.12,338.6666666660458,3.879,3.638,1976.312000000849,2744.3554591303514,7457.88,325
789.0,1221.06,338.5,3.878,3.638,1972.8214285708964,2744.3327295651757,7454.12,324
790.0,1218.5,336.6666666660458,3.877,3.64,1967.7415714282545,2726.291364782588,7413.12,323
791.0,1214.56,334.6666666660458,3.877,3.639,1962.535714285448,2717.335682391294,7461.19,322
792.0,1211.94,335.46666666679084,3.877,3.641,1952.375,2636.1678411956473,7439.38,321
793.0,1200.06,344.4375,3.87,3.804,29026.189499999397,34990.89892059783,4960.0,320
794.0,1216.365,342.71875,4.236,3.351,15520.064392856788,18885.559460298915,9489.999999999998,319
801.0,1232.67,341.0,3.873,3.65,8777.350553571945,10832.954730149457,7845.09,312
802.0,1235.62,340.5,3.876,3.647,5408.565562500502,6806.652365074729,7596.45,311
803.0,1239.07,339.92479999922216,3.877,3.648,3726.71299553517,4811.471182537364,7564.77,310
804.0,1239.74,340.80000000074506,3.877,3.645,2884.4912477677863,3813.860591268682,7539.11,309
805.0,1241.28,342.0,3.878,3.646,2042.2695000004023,3315.105295634341,7555.33,308
806.0,1242.81,341.3333333339542,3.879,3.644,2044.922428570688,3065.7126478171704,7541.31,307
807.0,1237.86,340.0,3.878,3.644,2044.8914285711944,2923.016323908585,7547.62,306
808.0,1238.3,340.80000000074506,3.878,3.645,2029.4628571439528,2851.6381619542926,7519.8,305
809.0,1235.58,340.0,3.878,3.644,2029.400857143104,2815.994080977146,7555.91,304
810.0,1231.39,339.0,3.876,3.644,2019.2081428579984,2798.1720404885727,7505.16,303
811.0,1231.78,338.6666666660458,3.877,3.644,2012.350999999792,2771.196020244286,7576.83,302
812.0,1228.48,338.09999999962747,3.875,3.644,2003.6475714296105,2757.788010122143,7496.64,301
813.0,1231.94,340.0,3.876,3.644,1993.5248571410773,2751.0390050610713,7507.39,300
814.0,1232.95,337.49612499959767,3.877,3.644,2006.288999998942,2747.6745025305354,7586.09,299
815.0,1232.25,338.6666666660458,3.875,3.643,2003.7415714282545,2746.0072512652678,7575.81,298
816.0,1236.52,340.0,3.878,3.643,2003.772571427748,2763.2436256326337,7589.86,297
817.0,1236.61,340.0,3.877,3.642,2014.198285713792,2704.6318128163166,7612.11,296
818.0,1228.28,351.6019999999553,3.874,3.802,1785.25,2670.4809064081583,4979.999999999998,295
819.0,1212.36,335.5,3.868,3.91,1784.327999999747,2689.3754532040793,3899.999999999997,294
820.0,1204.09,334.6666666660458,3.868,3.648,1952.265999998897,2680.8677266020395,7539.91,293
821.0,1198.75,333.0,3.867,3.65,1928.359999999404,2676.58886330102,7466.89,292
822.0,1202.08,332.6666666660458,3.868,3.65,1911.1701428592205,2674.45943165051,7457.38,291
823.0,1204.09,332.6666666660458,3.871,3.649,1922.327999999747,2673.394715825255,7451.42,290
824.0,1200.03,332.0,3.868,3.648,1921.470857143402,2672.8673579126275,7497.8,289
825.0,1211.47,333.3333333339542,3.871,3.649,1910.343999998644,2690.603678956314,7506.84,288
826.0,1215.38,335.3333333339542,3.874,3.646,1946.3440000005064,2699.491839478157,7462.03,287
827.0,1215.25,334.40000000037253,3.874,3.645,1957.517857143656,2703.9159197390786,7506.59,286
828.0,1216.59,336.0,3.875,3.644,1957.486857144162,2706.127959869539,7512.5,285
829.0,1215.09,334.40000000037253,3.874,3.644,1957.486857144162,2707.2539799347696,7536.75,284
830.0,1214.78,335.0,3.874,3.645,1952.375,2707.781989967385,7490.38,283
831.0,1209.16,332.6666666660458,3.874,3.645,1952.3129999991504,2690.0459949836923,7550.56,282
832.0,1207.12,334.0,3.873,3.646,1931.740571429953,2681.192997491846,7517.53,281
833.0,1206.41,332.0,3.874,3.646,1929.184642857872,3442.736498745923,7567.38,280
834.0,1182.19,327.3333333339542,3.863,3.646,1926.628714285791,3021.5082493729615,7070.44,279
835.0,1189.34,328.0,3.87,3.652,1864.8524285703893,2828.8791246864807,7307.91,278
836.0,1185.78,327.3333333339542,3.869,3.65,1880.25,2714.6295623432407,7381.09,277
837.0,1184.94,327.3333333339542,3.869,3.651,1874.375,2657.4697811716205,7361.56,276
838.0,1182.44,326.6666666660458,3.869,3.651,1870.0262857154007,2628.8598905858103,7411.25,275
839.0,1192.16,329.3333333339542,3.872,3.651,1859.678571429104,2632.619945292905,7469.03,274
840.0,1185.03,326.6666666660458,3.869,3.65,1885.455857142806,2616.464972646452,7438.47,273
841.0,1184.69,325.3333333339542,3.87,3.651,1864.8834285717453,2547.232486323226,7410.91,272
842.0,1189.31,340.79649999924004,3.867,3.809,1638.343999998644,2519.786243161613,4909.999999999996,271
843.0,1196.41,330.0,3.87,3.913,1652.3440000005066,2578.0631215808066,3870.0,270
844.0,1184.28,329.19999999925494,3.867,3.649,1900.915428571403,2589.1865607904033,7537.28,269
845.0,1170.81,324.6666666660458,3.864,3.652,1864.884428570047,2576.763280395202,7464.0,268
846.0,1170.66,324.6666666660458,3.864,3.654,1826.3430000003427,2570.506640197601,7408.78,267
847.0,1171.44,324.40000000037253,3.863,3.654,1826.25,2567.3633200988006,7374.47,266
848.0,1168.28,322.0,3.863,3.655,1833.9332857150584,2565.8516600494004,7375.38,265
849.0,1167.56,322.6666666660458,3.865,3.654,1828.915428571403,2565.0808300247,7364.97,264
850.0,1168.88,323.3333333339542,3.866,3.655,1823.740571429953,2564.66541501235,7418.31,263
851.0,1177.31,324.80000000074506,3.869,3.656,1828.8214285708964,2582.522707506175,7440.5,262
852.0,1181.12,326.6666666660458,3.869,3.653,1854.660714285448,2591.356353753087,7431.69,261
853.0,1180.25,324.6666666660458,3.87,3.651,1862.1879999991504,2595.8981768765434,7455.31,260
854.0,1180.0,324.6666666660458,3.869,3.652,1856.437000000849,2598.1690884382715,7424.69,259
855.0,1179.31,323.3333333339542,3.87,3.653,1856.437000000849,2599.2395442191355,7440.12,258
856.0,1178.69,324.90000000037253,3.87,3.652,1856.312000000849,2599.809772109568,7455.62,257
857.0,1176.81,324.0,3.869,3.652,1856.375,2600.094886054784,7414.69,256
858.0,1176.75,324.0,3.869,3.652,1854.660714285448,2600.172443027392,7457.62,255
859.0,1172.75,323.3333333339542,3.869,3.652,1849.392857143656,2582.2762215136963,7417.56,254
860.0,1166.75,322.47619047760963,3.867,3.653,1839.2321428563448,2573.328110756848,7367.5,253
861.0,1162.44,321.3333333339542,3.865,3.655,1823.803571429104,2550.789055378424,7413.75,252
862.0,1159.0,320.6666666660458,3.864,3.655,1808.25,2539.5845276892123,7382.0,251
863.0,1156.62,318.8571428563446,3.863,3.657,1798.0892857145518,2533.947263844606,7358.62,250
864.0,1156.12,320.0,3.864,3.656,1798.0262857154012,2531.098631922303,7347.88,249
865.0,1159.31,319.2380952369422,3.864,3.656,1797.9642857145518,2459.0493159611515,7395.5,248
866.0,1170.56,333.625,3.865,3.799,1547.375,2439.6496579805757,5009.999999999999,247
867.0,1169.94,324.0,3.865,3.915,1604.25,2502.014828990288,3849.9999999999977,246
868.0,1160.06,320.0,3.864,3.655,1834.089285714552,2515.132414495144,7523.44,245
869.0,1153.31,320.0,3.863,3.658,1803.1071428563448,2521.691207247572,7450.25,244
870.0,1144.25,316.80000000074506,3.86,3.659,1784.25,2506.940603623786,7356.0,243
871.0,1136.0,315.3333333339542,3.858,3.66,1756.759428570047,2481.625301811893,7387.31,242
872.0,1141.88,316.6666666660458,3.86,3.663,1736.3129999991506,2468.907650905947,7342.56,241
873.0,1134.19,314.6666666660458,3.858,3.66,1751.615571429953,2462.5788254529734,7344.69,240
874.0,1143.06,316.0,3.861,3.661,1731.1071428563446,2477.4144127264867,7329.56,239
875.0,1140.81,316.6666666660458,3.86,3.66,1756.8214285708964,2466.8022063632434,7359.5,238
876.0,1141.81,316.0,3.86,3.66,1751.6165714282542,2479.5911031816217,7382.94,237
877.0,1149.69,317.19999999925494,3.863,3.661,1756.9464285708964,2485.950551590811,7369.75,236
878.0,1149.69,316.0,3.864,3.658,1772.3120000008494,2489.0702757954055,7372.75,235
879.0,1151.44,318.0,3.864,3.658,1772.1870000008494,2490.660137897703,7364.81,234
880.0,1151.69,318.0,3.864,3.658,1777.3928571436554,2491.4550689488515,7427.12,233
881.0,1154.38,317.65714285708964,3.863,3.658,1777.3928571436554,2491.8525344744257,7435.38,232
882.0,1154.5,318.0,3.864,3.657,1787.6785714291036,2492.081267237213,7388.25,231
883.0,1152.94,319.19999999925494,3.863,3.656,1787.740571429953,2492.2306336186066,7422.0,230
884.0,1148.19,317.82857142947614,3.863,3.66,1782.6607142854482,2492.3053168093033,7423.88,229
885.0,1144.56,316.80000000074506,3.861,3.658,1772.375,2492.3726584046517,7409.12,228
886.0,1136.75,314.6666666660458,3.86,3.659,1762.1512857154012,2474.376329202326,7405.0,227
887.0,1134.94,314.0,3.86,3.661,1741.5178571436554,2465.343164601163,7393.06,226
888.0,1133.81,313.54285714402795,3.86,3.661,1736.3120000008494,2460.8265823005813,7364.44,225
889.0,1131.38,312.51428571529686,3.859,3.662,1731.1701428554952,2374.9132911502907,7386.12,224
890.0,1142.44,326.375,3.858,3.804,1463.375,2433.601645575145,4960.0,223
899.0,1147.42,317.19999999925494,3.857,3.662,1777.4308571442962,2462.9608227875724,7628.77,214
900.0,1147.39,318.0,3.857,3.662,1784.320000000298,2477.6554113937864,7470.59,213
901.0,1145.18,316.2857142854482,3.858,3.662,1782.639714287594,2484.9877056968935,7444.35,212
902.0,1140.1,315.3333333339542,3.857,3.662,1772.3199999984354,2488.623852848447,7394.02,211
903.0,1139.75,316.0,3.858,3.664,1756.8284285701811,2472.4919264242235,7384.35,210
904.0,1137.6,314.0,3.858,3.663,1756.927428571507,2464.4059632121116,7369.51,209
905.0,1142.95,315.3333333339542,3.859,3.665,1751.749571427703,2478.392981606056,7420.67,208
906.0,1139.07,314.5714285708964,3.859,3.662,1767.239142857492,2467.356490803028,7412.26,207
907.0,1138.53,314.6666666660458,3.859,3.664,1751.7485714294016,2461.793245401514,7396.09,206
908.0,1145.66,315.59999999962747,3.861,3.664,1751.655571429059,2477.041622700757,7427.77,205
909.0,1144.77,316.0,3.86,3.661,1767.1151428557932,2484.6458113503786,7487.62,204
910.0,1139.2,313.9047619048506,3.86,3.663,1767.1071428563446,2470.4529056751894,7395.87,203
911.0,1137.88,314.0,3.86,3.663,1751.6998571418226,2463.4014528375947,7397.22,202
912.0,1136.16,312.1904761902988,3.861,3.663,1751.7795714307576,2459.880726418797,7396.52,201
913.0,1136.19,314.0,3.859,3.663,1746.645714284852,2381.4503632093983,7402.75,200
914.0,1119.91,321.60150000080466,3.849,3.807,28143.324857142754,34131.4151816047,4929.999999999999,199
915.0,1117.555,316.88646428566426,4.228,3.353,15421.322428570595,18995.86759080235,9469.999999999996,198
916.0,1115.2,312.17142857052386,3.84,3.601,8565.996071428759,10708.123795401176,6989.999999999998,197
917.0,1126.27,310.9714285712689,3.849,3.675,5156.316892857081,6582.236897700588,7640.61,196
918.0,1132.13,312.0,3.852,3.672,3459.191589285794,4519.293448850294,7437.06,195
919.0,1138.62,313.59999999962747,3.855,3.671,2615.755794643046,3505.806724425147,7388.1,194
920.0,1141.12,314.91428571380675,3.856,3.671,1772.320000000298,2999.0783622125737,7374.56,193
921.0,1145.02,314.6666666660458,3.857,3.669,1781.3509999997914,2745.649181106287,7414.82,192
922.0,1145.31,315.3333333339542,3.857,3.668,1787.6505714282391,2618.9695905531435,7423.33,191
923.0,1145.89,314.40000000037253,3.858,3.667,1787.7175714280456,2555.6597952765715,7399.48,190
924.0,1146.81,315.2571428567171,3.858,3.668,1787.780571429059,2523.9898976382856,7440.04,189
925.0,1146.02,314.40000000037253,3.857,3.666,1787.749571427703,2508.139948819143,7435.8,188
926.0,1144.13,314.47619047760963,3.857,3.666,1787.7175714299085,2500.244974409571,7473.76,187
927.0,1140.93,313.59999999962747,3.857,3.667,1777.4938571434468,2496.2974872047853,7491.55,186
928.0,1138.14,312.6666666660458,3.857,3.666,1767.2091428544372,2476.3087436023925,7415.2,185
929.0,1137.19,313.0285714287311,3.857,3.668,1762.035285713151,2466.2843718011964,7417.41,184
930.0,1137.22,311.59999999962747,3.857,3.668,1761.9722857140005,2461.3121859005983,7410.27,183
931.0,1138.33,313.0285714287311,3.857,3.667,1756.9154285732657,2458.851092950299,7459.86,182
932.0,1137.72,312.6666666660458,3.857,3.668,1756.9624285716563,2457.5955464751496,7411.55,181
933.0,1134.39,310.80000000074506,3.857,3.667,1756.9154285695404,2456.967773237575,7448.73,180
934.0,1130.56,310.0,3.856,3.667,1746.6297142859548,2456.6238866187878,7395.0,179
935.0,1122.77,308.0,3.854,3.667,1741.423857141286,2438.4919433093937,7363.94,178
936.0,1117.66,306.6666666660458,3.853,3.67,1715.7875714283437,2411.440971654697,7360.94,177
937.0,1112.7,306.40000000037253,3.852,3.671,1704.890999998897,2397.8904858273486,7306.92,176
938.0,1108.64,305.59999999962747,3.851,3.671,1690.057285713032,2297.9552429136743,7362.69,175
939.0,1087.94,310.3959999997169,3.837,3.809,1386.359999999404,2233.157621456837,4909.999999999996,174
940.0,1101.75,306.0,3.845,3.927,1376.359999999404,2290.7338107284186,3729.9999999999977,173
941.0,1105.69,304.0,3.849,3.674,1659.1691428534689,2337.4919053642093,7439.53,172
942.0,1110.84,306.17142857052386,3.851,3.674,1669.3928571436554,2360.915952682105,7388.19,171
943.0,1110.84,304.9714285712689,3.852,3.671,1682.343999998644,2372.6479763410525,7376.06,170
944.0,1106.28,304.45714285597205,3.851,3.671,1682.375,2360.4339881705264,7374.81,169
945.0,1107.44,305.3333333339542,3.851,3.672,1673.21799999848,2372.3869940852633,7314.94,168
